pickup_title,pickup_address,pickup_email,pickup_open_time,pickup_close_time,pickup_days,pickup_details,location_lattitude,location_langitude,min_time,max_time,city,state,country,zipcode
Nuevo,,,09:30:00,13:00:00,"Friday,Monday,Saturday",,-11.746628751106531,-76.76351617308654,2,6,,,,
